Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Collection,Digital URI,ILMS Identifier,ILMS URI,Contributor/Creator,Date,Location,Accession number,Notes
"Broadway Gardens, Yallourn Hotel and Railway Station",,ek000219,JPG,Image,No copyright restrictions apply.,This work is out of copyright,J. P. Campbell collection of glass negatives documenting industrial enterprise at Yallourn.,http://api.slv.vic.gov.au/access_record/343272,2020693,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2020693,,1920/1930,"Yallourn, Victoria",H2009.18/219,
"Hotel and garage owned by Williams and Raynor on Railway Avenue, Yallourn",,ek000240,JPG,Image,No copyright restrictions apply.,This work is out of copyright,J. P. Campbell collection of glass negatives documenting industrial enterprise at Yallourn.,http://api.slv.vic.gov.au/access_record/343293,2021876,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2021876,,1920/1950,"Yallourn, Victoria",H2009.18/240,
"Hotel on corner of Railway Ave and Broadway, before garage was built, from railway yards, Yallourn",,ek000242,JPG,Image,No copyright restrictions apply.,This work is out of copyright,J. P. Campbell collection of glass negatives documenting industrial enterprise at Yallourn.,http://api.slv.vic.gov.au/access_record/343296,2021889,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2021889,,1920/1950,"Yallourn, Victoria",H2009.18/242,
Yallourn Hotel - Williams & Rayner Garage,,ek000333,JPG,Image,No copyright restrictions apply.,This work is out of copyright,J. P. Campbell collection of glass negatives documenting industrial enterprise at Yallourn.,http://api.slv.vic.gov.au/access_record/352052,2027489,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2027489,,1920/1930,"Yallourn, Victoria",H2009.18/333,
"Flinders Street, Melbourne","View looking down a street, a motor car in the foreground while all other vehicles are horse-drawn. Signs on buildings read: Sargood. Butler. Nichol & Ew[..?] ; The Hub ; Young & Jackson Hotel ; Thos. Whitelaw & Co. Paperhangers.",pc004588,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1258690,2077993,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2077993,,1907,"Flinders Street, Melbourne, Victoria",H84.233/202,
"Melbourne Steamship Co. annual picnic outside Hotel Brittannia, Williamstown",View shows a large group of people assembled in four rows in front of a hotel.,is003798,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/643650,2085051,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2085051,,1900/1914,"Williamstown, Victoria",H86.98/631,
"No. 15: The Sailors' Rest, Ann Street, Williamstown, about 1885",View looking across street to a brick building with arched doorway on a corner block. A sign on the left reads: Sailors' Re[st].,pi011079,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/763104,2098023,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2098023,"Rider, Andrew",1885,"Williamstown, Victoria",H86.98/480,
"Hotel & Butchers, Walhalla","View looking along a street, with a bus and automobile parked on the left near shops and hotel.",is004378,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1038903,2142136,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2142136,"Adams, Harry",1920/1930,"Walhalla, Victoria",H90.37/22,
"Black Spur Hotel, Narbethong, Vic","Large weathboard hotel with gabled roofs, spire and widow's walk, carvings of Australian animals mounted on roof, name of Hotel in gable under spire. Adjoining hotel is a building with upper verandah, sign on verandah reads ""Narbathong House / Accommodation for Tourists"". Man and woman seated on running board of a car in lower right foreground.",is004807,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2064106,2156789,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2156789,Hanson,1912/1937,"Narbethong, Victoria",H2010.169/2,
"Black Spur Hotel, Narbethong, Vic","Large weathboard hotel with gabled roofs, spire and widow's walk, carvings of Australian animals mounted on roof, name of Hotel in gable under spire. Adjoining hotel is a building with upper verandah, sign on verandah reads ""Narbathong House / Accommodation for Tourists"". Man and woman seated on running board of a car in lower right foreground -- Same car and people, man sitting on porch step of Black Spur Hotel.",is004808,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Harold Paynting collection.,http://api.slv.vic.gov.au/access_record/2064107,2156789,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2156789,,,"Narbethong, Victoria",H2010.169/3,
"Bentinck Street, Portland","View looking up a street of a town, with vehicles parked in front of shops on the right. Some signs read: Gordon Hotel ; A. Fisher, Fruiterer & Confectioner ; The Arcadia Cafe.",pi014089,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1940404,2181580,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2181580,,1910/1930,"Portland, Victoria",H84.37/4/82,
Woman and man at the Dorchester,"View shows a woman and an elderly man sitting at a table, looking at each other, with bottles on the table in foreground.",pi013263,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1537520,2235757,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2235757,,1951,"Melbourne, Victoria",H84.507/270,
Tarnagulla Hotel,View looking across a street to a hotel with verandah along the front.,pi013290,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3021187,2243768,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2243768,"Sims, Percy Robert",1918/1920,"Tarnagulla, Victoria",H90.114/17,
Horse team for agricultural activity at Lorne,"View shows three horses harnessed up to a plough, man and women sitting on plough, with buildings in the background, possibly a Lorne hotel.",pi013122,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1289612,2244447,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2244447,"Bromby, Phyllis",1900/1920,"Lorne, Victoria",H91.283/48,
"Easter 1913, possibly Cowes, Victoria",,pi013609,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Page and Wood families photograph album,http://api.slv.vic.gov.au/access_record/1904926,2254504,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2254504,,,"Cowes, Victoria",H2011.15/130,
"Alexandra, picture","Double storey building, verandas with iron lace on both floors; corner of Downey and Grant Streets; includes bank building on left, dentist on right; woman in a carriage talking to woman standing on the side of road in foreground on right.",cf003088,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2061987,2269373,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2269373,"Harvey, John Henry",1900/1930,"Alexandra, Victoria",H2009.100/58,
"Entrance to Omeo from Tongio, 1920","Shows post office on left, Day Street, businesses including hotel on either side of  street.",cf003141,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/1982075,2273538,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2273538,"Harvey, John Henry",1920,"Omeo, Victoria",H2009.100/111,
Menzies Hotel,View looking across William St. to a three-storey hotel on the corner of William and Bourke Street. Men with a horse and cart on the right in front of S. Kellett & Co. Merchants.,pi014569,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2127481,2292574,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2292574,"Lindt, J. W.",1876/1885,"Melbourne, Victoria",H86.34/2,
"L.A. Sierakowski's Hotel Orient, Bairnsdale",View shows a two storey hotel with a tour bus in front.,pc004904,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2631547,2294545,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2294545,,1930/1950,"Bairnsdale, Victoria",H84.427/1/19,
"Red Robin Inn, Traralgon, Vic","View shows the entrance to an inn, with a sign above the door and a sign on the right that reads ""The Red Robin Inn. Coffee Lounge, Morning Tea, Luncheon, Afternoon Tea, Suppers"".",pc004905,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2631549,2294549,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2294549,Mrs E. M. Derrick,1920/1950,"Traralgon, Victoria",H84.427/1/20,
"Hotel Continental, Sorrento, Victoria","The Rose Series P. 2567, Copyright. ""Hotel Continental"", Sorrento, Vic",pc004926,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Rose Series,http://api.slv.vic.gov.au/access_record/2631577,2295030,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2295030,,1920/1940,"Sorrento, Victoria",H84.427/1/43,
"Portion of Township, Sorrento, Victoria","Elevated view looking over a town, Hotel Continental top left, and dunes in the background.",pc004927,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Rose Series,http://api.slv.vic.gov.au/access_record/2631579,2295032,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2295032,,1920/1940,"Sorrento, Victoria",H84.427/1/44,
"Buxton Hotel, Junction of Marysville & Narbethong Rds","View shows people standing, next to a car, in the shade of a tree, and with a building behind them.",pi014656,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2178418,2295876,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2295876,"Cox, George",1920/1930,"Buxton, Victoria",H91.266/138,
"Paynesville Wharf, Gippsland Lakes 1915","Exterior view of a two story brick building with hipped roof, and front verandas; Paynesville Hotel next door, licensee D. Tait.",cf003584,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2178455,2301285,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2301285,"Harvey, John Henry",1975,"Paynesville, Victoria",H2009.100/532,
"Melbourne Centenary Celebrations, Spring St","View shows Spring Street at night during Melbourne's centenary celebrations. The Windsor Hotel has lights decorating its towers on the left, the statue of Charles George Gordon in the centre, and a fountain and Parliament House on the right.",pi015121,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Down family collection.,http://api.slv.vic.gov.au/access_record/2591578,2308872,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2308872,,1934,"Melbourne, Victoria",H92.388/140,
"Windsor Hotel, Melbourne Centenary celebrations","View shows the Windsor Hotel illuminated as part of Melbourne's centenary celebrations, with a fountain and trees in the foreground.",pi015124,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Down family collection.,http://api.slv.vic.gov.au/access_record/2591583,2308877,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2308877,,1934,"Melbourne, Victoria",H92.388/143,
"Upper Yarra Hotel, Proprietor R. E. Mcveigh, Beside The Yarra River","Three men standing in front of the entrance, two with backpacks, man in centre is smoking a pipe, four men standing under the veranda; sign above entrance: Upper Yarra Hotel, R. E. McVeigh, Stabling, Accommodation.",cg003550,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2481722,2357942,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2357942,"Allen, Frank Ernest",1909,"Upper Yarra, Victoria",H2009.29/84,
"Near Orbost, Victoria, Connley's Cann River Hotel",View showing three vehicles parked in front of a two-storey brick hotel.,is006369,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Airspy collection : photographs.,http://api.slv.vic.gov.au/access_record/2649207,2389925,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2389925,"Pratt, Charles Daniel",1930/1940,"Cann River, Victoria",H2012.69/14,
Bruthen-inn Hotel,"Looking across dirt road towards single storey building with bull nose corrugated iron roof and verandah, name painted on roof; small weatherboard building adjoining with sign at roof: C.T.A.",pi015344,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2644289,2418502,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2418502,"McLeod, Mona Catherine",1937,"Bruthen, Victoria",H19220,
The New Rosedale Hotel,"Looking across street towards double storey building with verandah,name of hotel on pediment at roofline, flanked by dates: 1858 / 1927. Group of men and women lined up under porch roof, a motor vehicle which appears to be reined to a cow at curb in front. Sign on building adjoining on left: Gluth's Hotel.",pi015355,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2644312,2434505,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2434505,"Hammond, H. B.",1932/1927,"Rosedale, Victoria",H21264,
"Berwick 1887, 28 miles from Melbourne","Elevated view across paddock towards row of shops and dwellings, Bain's Hotel on left, small church on horizon.",is007407,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Field Naturalists' Club of Victoria photograph album,http://api.slv.vic.gov.au/access_record/2725047,2460205,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2460205,,1887,"Berwick, Victoria",H2012.114/2,
"White Horse Hotel, Tarnagulla, Victoria","Looking across unmade street towards two weatherboard hotels, sign at roof line: White Horse Hotel and Shamrock Hotel; men and women standing in front of buildings.",pi015592,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687436,2461042,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461042,,1950/1865,"Tarnagulla, Victoria",H141598,
"Australian Hotel, Victoria","Elevated view of small country town, unmade road running between rows of buildings, single storey hotel with porch on left, sign on roof reads ""Australian Hotel"".",pi015593,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687437,2461047,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461047,,1950/1900,Victoria,H18081,
"New Chum, (now Llanelly) 1865, Victoria","Looking across street towards weatherboard building signed: New Chum Hotel, adjoined by single storey weatherboard building with porch. Mean standing along path in front of the buildings, horse and buggy on left.",pi015599,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687438,2461123,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461123,,1950/1865,"Llanelly, Victoria",H26270,
"Rose of Denmark Hotel, Collingwood, Victoria","Double storey corner building, brick with pilasters supporting architrave at front , name of hotel painted on architrave and on side wall, two sash windows on upper level, palisade at roof. Grocer shop adjoining on right.",pi015600,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687439,2461126,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461126,,1865/1908,"Collingwood, Victoria",H26279,
"United Service Club Hotel, Fitzroy, Victoria","Looking across intersection with Gertrude street towards double storey corner building, brick with bichrome bricks around windows and along roofline, arched corner door, row of sash windows on upper level, name above corner window on upper level: E. Cody. Woman and child standing in doorway on left.",pi015601,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687440,2461140,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461140,,1890/1900,"Collingwood, Victoria",H26280,
"Phoenix Hotel, Victoria","Looking across intersection towards double storey corner building, Phoenix Hotel painted under roofline. Corner door with sash windows. Sash windows on upper level with name above corner window: M. Torpey. Man standing on path near door.  Location unknown, possibly Brunswick, Victoria.",pi015602,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687441,2461158,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461158,,1890/1900,"Brunswick, Victoria",H26286,
"Gow's Hotel, Dargo High Plains, Victoria","Looking across open ground towards single storey building, appears abandoned.",pi015603,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2687442,2461164,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2461164,,1926,Victoria,H28270,
"Grand Hotel, Mildura, Victoria","Looking across intersection towards double storey corner hotel, arcaded porch on ground level, verandah on upper level. Sign reading Grand Hotel on wall, cars parked at curb in front of hotel.",pi015757,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2853885,2470103,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2470103,,1940/1949,"Mildura, Victoria",H88.83/2,
"Murray Hotel, Mildura, Victoria","Looking across road towards double storey brick building, four women standing in front.",pi015758,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/2717067,2470109,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2470109,,1940/1949,"Mildura, Victoria",H88.83/3,
"Auctioneers & Estate Agents Association of Victoria, cricket match, 8 March 1900","Group portrait of four rows of men in front of a large building, some with cricket bats.",is007696,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Beaumaris Historical Trust collection.,http://api.slv.vic.gov.au/access_record/2808068,2478973,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2478973,,8/03/1900,"Sandringham, Victoria",H31598/14,"Auctioneers & Estate Agents Association of Victoria. Cricket Match, March 8th. 1900. At Sandringham House, later known at the Sandringham Hotel. 1. de H. Storey."
Castlemaine Jail,"Looking across towards rising land with walled off buildings on crest of hill, a small brick building on right with sign reading: Simpson's Hotel.",is009400,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of photographs recording travels around Victoria,http://api.slv.vic.gov.au/access_record/3082957,2556171,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2556171,"Arnell, Albert",1920/1929,"Castlemaine, Victoria",H2013.48/8,
"Grantville, Victoria","Grantville: Looking across paddock towards single storey building with verandah, sign at roof reads: Grantville Hotel. ",is009417,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of photographs recording travels around Victoria,http://api.slv.vic.gov.au/access_record/3082973,2556564,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2556564,"Arnell, Albert",1920/1929,"Grantville, Victoria",H2013.48/25,
"Grantville, Victoria","Grantville: Looking across paddock towards single storey building with verandah, sign at roof reads: Grantville Hotel. ",is009421,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3082973,2556564,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2556564,,,"Grantville, Victoria",H2013.48/29,
"Grand Hotel, Melbourne","An extravagant temperance hotel, designed by Charles Webb in the Second Empire Style, was the Grand Hotel (1883) in Spring St Melbourne;  later the Windsor Hotel.",cg004603,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Cyril Stainer collection of glass lantern slides.,http://api.slv.vic.gov.au/access_record/3026313,2564787,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2564787,,1884/1910,"Melbourne, Victoria",H2013.223/13,
Powlett Hostel,"Looking across the intersection of two unmade roads towards double storey brick building with corner door, oriel window above door with pediment over it reading: Powlett Hostel / Allen's. Single story boarding house adjoining with large sign Gordon House / Meals 1/- Beds 1/6. R. Corcoran proprietor.; other stores with porches over the path on right.",gd000288,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3026355,2564992,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2564992,"Drew, Michael J.",1900,Victoria,H2012.171/287,
"Continental Hotel, Sorrento, Near Melbourne","Viewed from a distance, inland looking toward the hotel (beach not in picture).",cg004650,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Cyril Stainer collection of glass lantern slides.,http://api.slv.vic.gov.au/access_record/3051500,2567805,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2567805,,1890/1930,"Sorrento, Victoria",H2013.223/59,
View across paddocks towards Lorne Hotel,Slightly elevated view of paddocks and fences with Lorne Hotel in background against a background of dense bush.,gd000394,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3038350,2571782,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2571782,"Drew, Michael J.",1890/1900,"Lorne, Victoria",H2012.171/393,
Looking across street towards Corner Hotel,"Double storey hotel with wrap around upper verandahs, corner door, name of hotel in pediment at roofline. Horse drawn vehicle at curb in front of hotel.",gd000474,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Max Thomson collection.,http://api.slv.vic.gov.au/access_record/3046492,2572879,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2572879,"Drew, Michael J.",1900,Victoria,H2012.171/473,Extensive emulsion damage to plate obscuring name of hotel. 
The Moe Hotel,"Looking across street towards single storey weatherboard building with porch roof over footpath. Sign at roof reads: The Moe Hotel / P. Larkin. Men and woman standing under porch, other men in street, horse drawn open carriage on road in front of hotel. Other shops and a newsagent on right of hotel.",gd000502,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3051592,2574316,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2574316,"Drew, Michael J.",1900,"Moe, Victoria",H2012.171/501,
"Skipton Road, Linton","Looking along dirt road flanked by wooden paling fence and trees, a weatherboard building with porch in background, with sign below roofline: Murrell's Victoria Hotel.",pi017761,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3133115,2682988,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2682988,"Johnson, W. E.",1915,"Linton, Victoria",H2013.242/26,
"Old Lamb Inn, 1858","Shows drawing of a building with sign reading ""W.Wood, Old Lamb Inn, Billiards"".",wp006222,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3197112,2707498,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2707498,"McCrae, George Gordon",1858,"Melbourne, Victoria",H36480,
New Hotel at Clifton Hill for Mrs. J. anderson,"The hotel, now called the Royal, is located at the corner of Spensley and Berry Streets, Clifton Hill. The drawings show a three-storey hotel with corner entrance and tower with bell cast roof, the latter was not built.",ad000558,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Robert Henry McIntyre Collection - Map inclusion,http://api.slv.vic.gov.au/access_record/3186562/oai_set/api_map,2719913,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2719913,"Jobbins, George",1889,"Clifton Hill, Victoria",LTAD195/1/1,The original name of the hotel appears on the entablature on the elevations: Andersons Station Family Hotel.
New Hotel at Clifton Hill for Mrs. J. anderson,"The hotel, now called the Royal, is located at the corner of Spensley and Berry Streets, Clifton Hill. The drawings show a three-storey hotel with corner entrance and tower with bell cast roof, the latter was not built.",ad000559,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Robert Henry McIntyre Collection - Map inclusion,http://api.slv.vic.gov.au/access_record/3186563/oai_set/api_map,2719913,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2719913,"Jobbins, George",1889,"Clifton Hill, Victoria",LTAD195/1/2,
New Hotel at Clifton Hill for Mrs. J. anderson,"The hotel, now called the Royal, is located at the corner of Spensley and Berry Streets, Clifton Hill. The drawings show a three-storey hotel with corner entrance and tower with bell cast roof, the latter was not built.",ad000560,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Robert Henry McIntyre Collection - Map inclusion,http://api.slv.vic.gov.au/access_record/3186564/oai_set/api_map,2719913,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2719913,"Jobbins, George",1889,"Clifton Hill, Victoria",LTAD195/1/3,
San Remo Hotel,"View looking past trees to the corner of a hotel, with other buildings behind the trees.",cn000413,JPG,Image,No copyright restrictions apply.,This work is out of copyright,,http://api.slv.vic.gov.au/access_record/3264428,2851296,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2851296,"Caire, N. J.",1890/1910,"Phillip Island, Victoria",H2014.184/210,
"Launching Place, Victoria","Looking up muddy unmade road with brick hotel on left, sign at roof: Launching Place / M. F. Ryan Home Hotel. Men standing under porch roof, bullock team on road pulling a cart loaded with lumber.",pi018923,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290830,2950836,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950836,,1891/1918,"Launching Place, Victoria",H33027/9b,
"Building On Mordialloc Creek, Possibly The Bridge Hotel?","Looking across towards double storey weatherboard building with corrugated iron roof, wrought iron verandah rails on upper verandah, Mordialloc Creek in foreground with small jetty and row boat.",pi018925,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290831,2950839,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950839,,1891/1918,"Mordialloc Creek, Victoria",H33027/9d,
"Launching Place, Victoria","Elevated view of rural landscape showing curving dirt road and wooden fence in foreground with bridge and river on left, the ""Home Hotel"" on right; trees, paddocks and hills rising in distance.",pi018932,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290880,2950878,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950878,,1891/1918,"Launching Place, Victoria",H33027/11d,
"Scenes at Mordialloc, Victoria","View from lawn towards Mordialloc Creek with row boats pulled up on bank, Bridge Hotel visible in left background.",pi018948,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290891,2950914,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950914,,1896/1921,"Mordialloc, Victoria",H33027/14b,"Photographer unidentified, possibly J. W. Lindt."
"Scenes at Mordialloc, Victoria",Elevated view along creek with Bridge Hotel and stone building with tented style roof on right.,pi018949,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290892,2950914,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950914,,1896/1921,"Mordialloc, Victoria",H33027/14c,"Photographer unidentified, possibly J. W. Lindt."
"Scenes at Mordialloc, Victoria","View across creek with woman and children, Bridge Hotel in background.",pi018950,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290893,2950914,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950914,,1896/1921,"Mordialloc, Victoria",H33027/14d,"Photographer unidentified, possibly J. W. Lindt."
"Scenes at Mordialloc, Victoria","View across creek with group in row boat, Bridge Hotel in background.",pi018951,JPG,Image,No copyright restrictions apply.,This work is out of copyright,"Collection of photographs relating to Victoria and Sydney, New South Wales",http://api.slv.vic.gov.au/access_record/3290895,2950914,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2950914,,1896/1921,"Mordialloc, Victoria",H33027/14e,"Photographer unidentified, possibly J. W. Lindt."
"Bunnyip Hotel, North Gippsland","View showing stage coaches, horses, and men in front of a hotel and other buildings. Sign on building reads 'New Bunyip Hotel'.",is010661,JPG,Image,No copyright restrictions apply.,This work is out of copyright,Album of Victorian views,http://api.slv.vic.gov.au/access_record/3367556,2983028,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2983028,"Kruger, Fred",1880/1885,"Bunyip, Victoria",H41138/11,
