Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works detail plan, 376, Municipality of Port Melbourne [cartographic material].","Streets shown include Howe Parade, Williamstown Road, Leith Crescent, Central Avenue, Dunstan Parade, Hygenia Street, Ozone Street.",bw0309,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1572590/oai_set/api_map,1169988,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1169988,Melbourne and Metropolitan Board of Works,1942,"Port Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1233, City of Collingwood [cartographic material].","Streets shown include Hoddle Street, Johnston Street, Lulie Street, Reilly Street, Eastern Freeway, Turner Street, Thuro Street, Abbott Street, Maugie Street.",bw0216,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1581329/oai_set/api_map,1164884,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1164884,Melbourne and Metropolitan Board of Works,1901,"Abbotsford, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 535, 536, 538, City of Melbourne [cartographic material].","Streets shown include Albert Road, Roy Street, Park Street, Heather Street, Eastern Road, Napier Street, Stead Street, Cobden Street, Palmerston Crescent, Sandilands Street.",bw0347,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730888/oai_set/api_map,1167566,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1167566,Melbourne and Metropolitan Board of Works,1895,"South Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 891, City of Melbourne [cartographic material].","Streets shown include clowes Street, Punt Road, Domain Road, Anderson Street, Walsh Street, Acland Street, Arlie Street.",bw0513,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1741624/oai_set/api_map,1171314,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171314,Melbourne and Metropolitan Board of Works,1895,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 988, Prahran [cartographic material].","Streets shown include Pohlman Street [Pohlman Lane], Malvern Road, High Street, Chatsworth Road, Grandview Grove, Wynstay Road [Wynnstay Road].",bw0610,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1752767/oai_set/api_map,1184334,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184334,Melbourne and Metropolitan Board of Works,1899,"Prahran, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 107, 108, Town of Williamstown [cartographic material]","Streets shown include Melbourne Road, Henry Street, Power Street, Douch Street, Courtis Street.",bw0766,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1761721/oai_set/api_map,1171577,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171577,Melbourne and Metropolitan Board of Works,1905,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 41 & 48, Town of Williamstown [cartographic material]","Streets shown include Ann Street, Nelson Place.",bw0728,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1761802/oai_set/api_map,1176805,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1176805,Melbourne and Metropolitan Board of Works.,1908,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 230, 231, 232 & 233, City of Footscray [cartographic material]","Streets shown include Upper Buckley Street, John Street, Charles Street, Harrison Street,Alexander Street, Stewart Street, Sydenham Street, Margaret Street, Pilgrim Street, Alfred Street, Edward Street, Henry Street.",bw0849,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1802365/oai_set/api_map,1163243,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1163243,Melbourne and Metropolitan Board of Works,1895,"Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2151, Town of Brighton [cartographic material].","Streets shown include Milroy Street, Lansdown Street, Elster Creek,  Union Street, Hope Street.",bw1565,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851055/oai_set/api_map,1197572,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197572,Melbourne and Metropolitan Board of Works,1909,"Brighton East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2249, Municipality of Box Hill [cartographic material].","Streets shown include Canterbury Road, Drewett  Street, Harding Street, Edyvean Street, Broughton Road.",bw1644,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865609/oai_set/api_map,1198496,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198496,Melbourne and Metropolitan Board of Works,1927,"Surrey Hills, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2293, Town of Northcote [cartographic material].","Streets shown include Hotham Street, High Street, Collins Street, Pender Street, Dundas Street, Archibold Street.",bw1682,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1874519/oai_set/api_map,1182798,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182798,Melbourne and Metropolitan Board of Works,1909,"Thornbury, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2370, Municipality of Coburg [cartographic material].","Streets shown include Gaffneys Road, Gaffney Street, Cope Street, O'Heas Road, O'Hea Street, Molesworth Street.",bw1752,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902689/oai_set/api_map,1199221,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199221,Melbourne and Metropolitan Board of Works,1912,"Coburg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2514, Municipality of Malvern [cartographic material].","Streets shown include Dorrington Road, Dorrington Avenue, Willoby Avenue, Wattletree Road, Burke Road.",bw1864,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911111/oai_set/api_map,1201642,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1201642,Melbourne and Metropolitan Board of Works,1919,"Glen Iris, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2664, Municipality of Preston [cartographic material].","Streets shown include Bell Street, Power Street, Raglan Street, Alfred Street, Tiernan Street.",bw1945,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911148/oai_set/api_map,1205171,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1205171,Melbourne and Metropolitan Board of Works,1946,"Preston, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2853, Municipality of Caulfield [cartographic material].","Streets shown include Frogmore Road, Murrumbeena Road, Woornack Road, Moonya Road, Cooringil Road, Wahgoo Road.",bw2065,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1947914/oai_set/api_map,1211847,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1211847,Melbourne and Metropolitan Board of Works,1919,"Carnegie, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3049, Municipality of Oakleigh [cartographic material].","Streets shown include Burlington Street, Westminster Street, Regent Street, Haughton Road, Downing Street, Oxford Street, Hanover Street.",bw2195,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1958363/oai_set/api_map,1220812,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1220812,Melbourne and Metropolitan Board of Works,1925,"Oakleigh, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3399, Municipality of Moorabbin [cartographic material].","Streets shown include McKinnon Road, Tucker Road, Preston Street, Lancaster Street, Moylan Street.",bw2372,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1983103/oai_set/api_map,1248483,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1248483,Melbourne and Metropolitan Board of Works.,1946,"Bentleigh East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3770, Municipality of Box Hill [cartographic material].","Streets shown include Boundary (Warrigal) Road, Donald Road, Wallace Road, Simmonds (Somers) Street, Elizabeth (Aylwin) Street, Warren Street.",bw2477,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1990682/oai_set/api_map,1255298,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1255298,Melbourne and Metropolitan Board of Works.,1932,"Burwood, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3998, Municipality of Heidelberg [cartographic material].","Streets shown include Grandview Grove, Belleview Avenue, Ellesmere Parade, Davies Street.",bw2564,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1999485/oai_set/api_map,1266074,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1266074,Melbourne and Metropolitan Board of Works.,1940/1949,"Rosanna, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1809, Town of Brighton [cartographic material].","Streets shown include Two copies., Brighton Road, Rusden Street, New Street, Glen Huntly Road.",bw1215,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040487/oai_set/api_map,1195567,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1195567,Melbourne and Metropolitan Board of Works.,1905,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1714, Town of Malvern [cartographic material].","Streets shown include Tooronga Road, Childers Street, Ewart Street, Lysterville Avenue, Wheatland Road, Staniland Avenue, Hunter Street, Johnstone Street.",bw1902,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058776/oai_set/api_map,1187342,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187342,Melbourne and Metropolitan Board of Works,1908,"Malvern, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2480, Municipality of Heidelberg [cartographic material].","Streets shown include Parklands Avenue, Yarana Road, Fulham Road.",bw1906,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058820/oai_set/api_map,1199854,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199854,Melbourne and Metropolitan Board of Works,1924,"Alphington, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.107 , Northcote and Preston [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Raglan Street, Short Street, Clarendon Street, High Street.",bw2915,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176883/oai_set/api_map,1603765,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1603765,Melbourne and Metropolitan Board of Works.,1933/1950,"Northcote, Victoria & Preston, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.60 , Municipalities of Hawthorn and Malvern [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Buildings and housing blocks shaded in green ink., Parslow Street, Auburn Road, Currajong Road, Pleasant Road, Burke Road, Malvern Road.",bw3080,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184488/oai_set/api_map,1597671,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1597671,Melbourne and Metropolitan Board of Works.,1946,"Hawthorn, Victoria & Malvern, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.117 , Heidelberg & Kew [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Includes map contours in red ink., Rose Street, Yarra River, Belford Road, Clark Road, Waterdale Road.",bw3139,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184532/oai_set/api_map,1602288,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1602288,Melbourne and Metropolitan Board of Works.,1907,"Kew, Victoria & Heidelberg, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.66 , Kew [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Wellington Street, Hopetoun Avenue, Balfgun Road, Bennett Parade, Burke Road, Barkers Road.",bw2877,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2580631/oai_set/api_map,1604149,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1604149,Melbourne and Metropolitan Board of Works.,1933/1950,"Kew, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 1050 and part of 1047, City of Melbourne [cartographic material].","Streets shown include Lennox Street, Highett Street, Ross Street, Church Street,  Hope Street, Hopkins Street, Vere Street, Salisbury Street, Mahoney Street, Risley Street, Bromham Place, Rule Street.",bw0032,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1265592/oai_set/api_map,1171095,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171095,Melbourne and Metropolitan Board of Works,1898,"Richmond, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 353, 354, 357, 358 & 359, Port Melbourne [cartographic material].","Streets shown include Bridge Street, Derham Street, Farrell Street, Graham Street, Clark Street, Albert Street, Alfred Street, Ross Street, Thomas Street, Union Street, Cambridge Street, Clay Street.",bw0302,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1572591/oai_set/api_map,1178312,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1178312,Melbourne and Metropolitan Board of Works,1895,"Port Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1213, City of Fitzroy [cartographic material].","Streets shown include Queens Parade, Smith Street, Westgarth Street, George Street, Cecil, Gore Street, Alexandra Parade.",bw0197,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1724291/oai_set/api_map,1164716,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1164716,Melbourne and Metropolitan Board of Works,1900,"Fitzroy, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 742 & 747, Town of North Melbourne [cartographic material].","Streets shown include Brougham Street, Abbotsford Street, Cannig Street,Dryburgh Street, Erskine Street.",bw0422,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730771/oai_set/api_map,1162149,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162149,Melbourne and Metropolitan Board of Works,1897,"North Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 800 & 858, Borough of Flemington & Kensington [cartographic material].","Streets shown include Racecourse Road, Epsom Road, Smithfield Street.",bw0446,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730852/oai_set/api_map,1162372,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162372,Melbourne and Metropolitan Board of Works,1902,"Flemington, Victoria & Kensington, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 623, Municipality of St. Kilda [cartographic material].","Streets shown include Queens Road, Park Drive [Lakeside Drive], Park Road.",bw0371,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730933/oai_set/api_map,1168153,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1168153,Melbourne and Metropolitan Board of Works,1947,"Albert Park, Victoria & St. Kilda, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 972, Prahran [cartographic material]","Streets shown include Gordon Street, Williams Road, Toorak Road, Mathoura Road, Woodside Crescent.",bw0587,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1752731/oai_set/api_map,1184253,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184253,Melbourne and Metropolitan Board of Works,1898,"Toorak, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1369, Municipality of St. Kilda [cartographic material]","Streets shown include Barkly Street,  Grey Street, Havelock Street, Fawkner Street, Clyde Street, Robe Street, Acland Street.",bw0668,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1754270/oai_set/api_map,1186664,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186664,Melbourne and Metropolitan Board of Works,1943,"St. Kilda, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1376, City of St. Kilda [cartographic material]","Streets shown include Blessington Street, Chaucer Street, Barkly Street, Spencer Street, Shakespeare Street, Acland Street.",bw0676,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1759419/oai_set/api_map,1186700,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186700,Melbourne and Metropolitan Board of Works,1897,"St. Kilda, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 186, City of Melbourne [cartographic material]","Streets shown include Williamstown Road, Harrison's Road, Bow Street, Benbow Street, Highgate Street, Love Street, Leonards Avenue, The Boulevard, Severn Street, Bena Street, Eirene Street.",bw0823,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1790928/oai_set/api_map,1162403,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162403,Melbourne and Metropolitan Board of Works,1940,"Yarraville, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1415, Caulfield [cartographic material].","Streets shown include Inkerman Road, Orrong Crescent, Kooyong Road, Beresford Street, Alma Road.",bw0908,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1807154/oai_set/api_map,1185257,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185257,Melbourne and Metropolitan Board of Works,1902,"Caulfield, Victoria & Caulfield North, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1607, Kew [cartographic material].","Streets shown include Mont Victor Road, Cotham Road, Normanby Road.",bw1063,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825587/oai_set/api_map,1186543,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186543,Melbourne and Metropolitan Board of Works.,1913,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2152, Municipality of Brighton [cartographic material].","Streets shown include North Road, Hawthorn Road, Lansdown Street, Milroy Street.",bw1566,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851056/oai_set/api_map,1197581,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197581,Melbourne and Metropolitan Board of Works,1915,"Brighton East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1537, City of Hawthorn [cartographic material].","Streets shown include Riversdale Road, Pleasant Road, Campbell Road, Clive Road, Hastings Road, Havelock Road.",bw1370,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852361/oai_set/api_map,1185602,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185602,Melbourne and Metropolitan Board of Works.,1905,"Hawthorn East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1698, Municipality of Essendon [cartographic material].","Streets shown include Spencer Street, Hedderwick Street, Mary Street, Cooper Street.",bw1378,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852398/oai_set/api_map,1195499,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1195499,Melbourne and Metropolitan Board of Works.,1929,"Essendon, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2516, Municipality of Malvern [cartographic material].","Streets shown include High Street, Malvern Road, Grandview Road, Ranfurlie Crescent.",bw1865,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911112/oai_set/api_map,1201644,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1201644,Melbourne and Metropolitan Board of Works,1917,"Glen Iris, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2666, Municipality of Preston [cartographic material].","Streets shown include Bell Street, Victoria Street, Neave Street, Neale Street, Raglan Street, Bailey Avenue.",bw1946,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911149/oai_set/api_map,1205173,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1205173,Melbourne and Metropolitan Board of Works,1928,"Preston, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3113, Municipality of Box Hill [cartographic material].","Streets shown include Russell Street, Broughton Road, Belmont Street, Florence Street, Boundary (Warrigal) Road.",bw2238,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1972863/oai_set/api_map,1236007,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1236007,Melbourne and Metropolitan Board of Works.,1927,"Surrey Hills, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3216, Municipality of Moorabbin [cartographic material].","Streets shown include Balmoral Avenue, St James Avenue, Osborne Avenue, Centre Road, Beth's Street, Nevan (Evelyn) Street, Marion Street, Windsor Avenue, Buckingham Avenue.",bw2298,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1980017/oai_set/api_map,1240100,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1240100,Melbourne and Metropolitan Board of Works.,1929,"Bentleigh, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3407, Municipality of Moorabbin [cartographic material].","Streets shown include Centre Road, Tucker Road, Ellen Street, May Street, Bevis Street, Filbert Street, Agnes Street.",bw2373,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1983104/oai_set/api_map,1248489,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1248489,Melbourne and Metropolitan Board of Works.,1947,"Bentleigh East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1899, City of Brunswick [cartographic material].","Streets shown include Pearson Street, Dawson Street, Daly Street, Smith Street, Albert Street.",bw1304,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040451/oai_set/api_map,1178848,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1178848,Melbourne and Metropolitan Board of Works.,1909,"Brunswick West, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4704, Blackburn & Mitcham [cartographic material].","Streets shown include Springvale Road, West Street, Wood Street, East India Avenue, Mt. Pleasant Road.",bw2753,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058858/oai_set/api_map,1286414,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1286414,Melbourne and Metropolitan Board of Works.,1938,"Nunawading, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.35 , Municipality of St Kilda [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Buildings shaded in green ink., Spencer Street, Marine Parade, Fraser Street, Lorne Street, High Street, Punt Road, Barkly Street,  , Acland Street.",bw3028,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184452/oai_set/api_map,1597010,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1597010,Melbourne and Metropolitan Board of Works.,1944/1950,"St. Kilda, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.248 , Municipality of Mordialloc [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., ""H"" symbol indicates houses with fenced lots., Betwell Street, Stewart Avenue, Parkers Road, Herbert Street, Beach Road, Port Phillip Bay, Naples Road.",bw2959,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184614/oai_set/api_map,1604210,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1604210,Melbourne and Metropolitan Board of Works.,1933/1950,"Mordialloc, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 895, City of Melbourne [cartographic material].","Streets shown include St. Kilda Road, Domain Road.",bw0514,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1741626/oai_set/api_map,1171315,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171315,Melbourne and Metropolitan Board of Works,1896,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
